material_id,plant_id,warehouse_id,unrestricted_qty,quality_hold_qty,blocked_qty,reserved_qty,snapshot_date
MAT-00225,PLT-IN-03,WH-07,169,7,1,66,2026-07-16
MAT-00226,PLT-DE-02,WH-04,709,30,3,27,2026-07-21
MAT-00226,PLT-US-01,WH-01,501,28,7,38,2026-07-16
MAT-00227,PLT-US-01,WH-01,1383,6,24,67,2026-07-16
MAT-00228,PLT-US-01,WH-01,478,25,6,33,2026-07-16
MAT-00229,PLT-IN-03,WH-07,1400,67,25,155,2026-07-16
MAT-00229,PLT-US-01,WH-01,1371,44,15,17,2026-07-21
MAT-00230,PLT-DE-02,WH-04,1473,87,6,159,2026-07-16
MAT-00231,PLT-US-01,WH-01,128,0,0,16,2026-07-16
MAT-00232,PLT-DE-02,WH-04,927,8,17,109,2026-07-16
MAT-00233,PLT-US-01,WH-01,63,4,1,11,2026-07-16
MAT-00234,PLT-IN-03,WH-07,1380,19,31,205,2026-07-16
MAT-00234,PLT-US-01,WH-01,2857,10,14,191,2026-07-21
MAT-00235,PLT-DE-02,WH-04,2114,7,23,107,2026-07-21
MAT-00235,PLT-IN-03,WH-07,898,2,8,111,2026-07-16
MAT-00235,PLT-US-01,WH-01,1270,31,13,50,2026-07-16
MAT-00236,PLT-DE-02,WH-04,188,5,2,16,2026-07-16
MAT-00236,PLT-IN-03,WH-07,176,3,3,20,2026-07-16
MAT-00237,PLT-US-01,WH-01,725,31,0,29,2026-07-16
MAT-00238,PLT-IN-03,WH-07,723,2,16,74,2026-07-16
MAT-00238,PLT-US-01,WH-01,1009,43,5,19,2026-07-21
MAT-00239,PLT-DE-02,WH-04,1339,45,20,127,2026-07-21
MAT-00239,PLT-IN-03,WH-07,893,13,16,96,2026-07-16
MAT-00239,PLT-US-01,WH-01,1141,54,7,56,2026-07-21
MAT-00240,PLT-DE-02,WH-04,616,12,15,88,2026-07-16
MAT-00240,PLT-US-01,WH-01,1017,22,15,27,2026-07-21
MAT-00241,PLT-DE-02,WH-04,1281,38,15,62,2026-07-16
MAT-00242,PLT-DE-02,WH-04,533,9,3,14,2026-07-21
MAT-00242,PLT-US-01,WH-01,551,28,8,22,2026-07-16
MAT-00243,PLT-IN-03,WH-07,333,7,0,12,2026-07-16
MAT-00244,PLT-DE-02,WH-04,587,16,1,58,2026-07-16
MAT-00245,PLT-IN-03,WH-07,1035,40,22,65,2026-07-16
MAT-00245,PLT-US-01,WH-01,2161,55,5,43,2026-07-21
MAT-00246,PLT-DE-02,WH-04,1705,53,7,100,2026-07-16
MAT-00247,PLT-DE-02,WH-04,240,4,3,10,2026-07-21
MAT-00247,PLT-US-01,WH-01,359,15,1,42,2026-07-16
MAT-00248,PLT-DE-02,WH-04,842,8,19,100,2026-07-16
MAT-00249,PLT-DE-02,WH-04,959,35,7,81,2026-07-16
MAT-00249,PLT-US-01,WH-01,871,13,7,35,2026-07-21
MAT-00250,PLT-DE-02,WH-04,757,1,14,74,2026-07-16
MAT-00250,PLT-US-01,WH-01,1177,8,14,92,2026-07-21
MAT-00251,PLT-IN-03,WH-07,539,21,1,15,2026-07-21
MAT-00251,PLT-US-01,WH-01,667,35,5,16,2026-07-16
MAT-00252,PLT-DE-02,WH-04,62,0,1,3,2026-07-16
MAT-00252,PLT-US-01,WH-01,169,4,0,5,2026-07-21
MAT-00253,PLT-US-01,WH-01,937,47,12,74,2026-07-16
MAT-00254,PLT-DE-02,WH-04,889,31,2,87,2026-07-21
MAT-00254,PLT-IN-03,WH-07,495,17,4,49,2026-07-16
MAT-00255,PLT-IN-03,WH-07,763,25,11,66,2026-07-21
MAT-00255,PLT-US-01,WH-01,583,31,9,23,2026-07-16
MAT-00256,PLT-DE-02,WH-04,784,44,5,108,2026-07-16
MAT-00257,PLT-DE-02,WH-04,759,27,9,51,2026-07-16
MAT-00258,PLT-US-01,WH-01,469,27,3,28,2026-07-16
MAT-00259,PLT-DE-02,WH-04,184,10,2,29,2026-07-16
MAT-00259,PLT-IN-03,WH-07,312,13,1,24,2026-07-21
MAT-00260,PLT-DE-02,WH-04,1360,57,37,66,2026-07-16
MAT-00261,PLT-DE-02,WH-04,1600,55,20,31,2026-07-21
MAT-00261,PLT-IN-03,WH-07,1199,66,8,55,2026-07-16
MAT-00262,PLT-IN-03,WH-07,353,17,8,27,2026-07-16
MAT-00262,PLT-US-01,WH-01,297,7,4,20,2026-07-21
MAT-00263,PLT-DE-02,WH-04,476,2,3,57,2026-07-16
MAT-00263,PLT-IN-03,WH-07,827,16,20,70,2026-07-16
MAT-00263,PLT-US-01,WH-01,816,33,11,24,2026-07-21
MAT-00264,PLT-IN-03,WH-07,59,2,1,0,2026-07-21
MAT-00264,PLT-US-01,WH-01,58,1,1,2,2026-07-16
MAT-00265,PLT-DE-02,WH-04,643,20,19,75,2026-07-16
MAT-00266,PLT-DE-02,WH-04,900,21,11,88,2026-07-21
MAT-00266,PLT-IN-03,WH-07,639,23,8,49,2026-07-21
MAT-00266,PLT-US-01,WH-01,663,37,2,64,2026-07-16
MAT-00267,PLT-IN-03,WH-07,545,23,10,2,2026-07-21
MAT-00267,PLT-US-01,WH-01,312,14,4,20,2026-07-16
MAT-00268,PLT-IN-03,WH-07,930,0,17,50,2026-07-21
MAT-00268,PLT-US-01,WH-01,256,6,3,19,2026-07-16
MAT-00269,PLT-DE-02,WH-04,610,16,6,44,2026-07-21
MAT-00269,PLT-US-01,WH-01,536,12,11,82,2026-07-16
MAT-00270,PLT-DE-02,WH-04,850,40,14,60,2026-07-16
MAT-00271,PLT-DE-02,WH-04,2230,48,39,162,2026-07-21
MAT-00271,PLT-US-01,WH-01,828,30,24,57,2026-07-16
MAT-00272,PLT-DE-02,WH-04,382,8,4,34,2026-07-21
MAT-00272,PLT-US-01,WH-01,403,1,10,24,2026-07-16
MAT-00273,PLT-US-01,WH-01,11,0,0,11,2026-07-16
MAT-00274,PLT-IN-03,WH-07,71,2,0,28,2026-07-16
MAT-00274,PLT-US-01,WH-01,561,2,2,15,2026-07-21
MAT-00275,PLT-DE-02,WH-04,608,0,16,74,2026-07-16
MAT-00275,PLT-IN-03,WH-07,628,23,10,36,2026-07-21
MAT-00276,PLT-US-01,WH-01,6,0,0,6,2026-07-16
MAT-00277,PLT-DE-02,WH-04,218,2,2,37,2026-07-16
MAT-00277,PLT-IN-03,WH-07,723,23,0,67,2026-07-21
MAT-00277,PLT-US-01,WH-01,358,14,4,29,2026-07-21
MAT-00278,PLT-DE-02,WH-04,143,6,2,27,2026-07-16
MAT-00278,PLT-US-01,WH-01,107,3,3,6,2026-07-16
MAT-00279,PLT-DE-02,WH-04,531,5,16,34,2026-07-16
MAT-00279,PLT-IN-03,WH-07,587,28,3,26,2026-07-21
MAT-00280,PLT-DE-02,WH-04,304,10,3,31,2026-07-16
MAT-00281,PLT-IN-03,WH-07,610,31,3,19,2026-07-16
MAT-00281,PLT-US-01,WH-01,408,9,5,27,2026-07-21
MAT-00282,PLT-DE-02,WH-04,1354,31,6,155,2026-07-16
MAT-00282,PLT-IN-03,WH-07,706,26,6,57,2026-07-16
MAT-00282,PLT-US-01,WH-01,795,15,16,42,2026-07-21
MAT-00283,PLT-IN-03,WH-07,1015,15,15,58,2026-07-16
MAT-00284,PLT-DE-02,WH-04,882,18,22,40,2026-07-16
MAT-00284,PLT-IN-03,WH-07,1228,27,9,99,2026-07-16
MAT-00285,PLT-DE-02,WH-04,332,3,6,36,2026-07-16
MAT-00285,PLT-IN-03,WH-07,392,3,0,48,2026-07-16
MAT-00286,PLT-DE-02,WH-04,1665,66,22,11,2026-07-21
MAT-00286,PLT-IN-03,WH-07,1306,44,20,49,2026-07-16
MAT-00287,PLT-DE-02,WH-04,1597,60,25,131,2026-07-16
MAT-00288,PLT-DE-02,WH-04,997,56,22,131,2026-07-16
MAT-00288,PLT-IN-03,WH-07,983,48,14,39,2026-07-21
MAT-00289,PLT-IN-03,WH-07,179,11,1,29,2026-07-16
MAT-00290,PLT-IN-03,WH-07,1088,38,32,55,2026-07-16
MAT-00291,PLT-US-01,WH-01,610,28,15,57,2026-07-16
MAT-00292,PLT-DE-02,WH-04,1506,9,6,88,2026-07-21
MAT-00292,PLT-US-01,WH-01,307,13,7,82,2026-07-16
MAT-00293,PLT-DE-02,WH-04,1185,18,1,104,2026-07-21
MAT-00293,PLT-US-01,WH-01,414,22,11,31,2026-07-16
MAT-00294,PLT-IN-03,WH-07,874,52,25,62,2026-07-16
MAT-00295,PLT-IN-03,WH-07,23,1,1,2,2026-07-16
MAT-00296,PLT-IN-03,WH-07,186,3,2,17,2026-07-16
MAT-00296,PLT-US-01,WH-01,178,5,4,7,2026-07-16
MAT-00297,PLT-US-01,WH-01,295,16,8,38,2026-07-16
MAT-00298,PLT-DE-02,WH-04,348,19,7,63,2026-07-16
MAT-00298,PLT-US-01,WH-01,403,20,4,46,2026-07-16
MAT-00299,PLT-DE-02,WH-04,278,10,2,16,2026-07-16
MAT-00299,PLT-US-01,WH-01,261,8,3,24,2026-07-16
MAT-00300,PLT-DE-02,WH-04,405,22,2,58,2026-07-16
MAT-00300,PLT-IN-03,WH-07,1132,40,10,78,2026-07-21
MAT-00301,PLT-DE-02,WH-04,1566,39,22,80,2026-07-21
MAT-00301,PLT-IN-03,WH-07,625,17,5,58,2026-07-21
MAT-00301,PLT-US-01,WH-01,693,22,5,83,2026-07-16
MAT-00302,PLT-US-01,WH-01,88,3,3,8,2026-07-16
MAT-00303,PLT-DE-02,WH-04,1814,66,25,5,2026-07-21
MAT-00303,PLT-US-01,WH-01,512,15,13,69,2026-07-16
MAT-00304,PLT-IN-03,WH-07,797,45,22,87,2026-07-16
MAT-00305,PLT-DE-02,WH-04,1316,59,35,138,2026-07-16
MAT-00305,PLT-US-01,WH-01,2480,85,27,66,2026-07-21
MAT-00306,PLT-DE-02,WH-04,2185,12,43,62,2026-07-21
MAT-00306,PLT-US-01,WH-01,415,8,5,44,2026-07-16
MAT-00307,PLT-IN-03,WH-07,588,14,17,41,2026-07-16
MAT-00307,PLT-US-01,WH-01,757,11,21,36,2026-07-16
MAT-00308,PLT-IN-03,WH-07,107,5,0,101,2026-07-16
MAT-00309,PLT-IN-03,WH-07,1328,58,14,140,2026-07-16
MAT-00310,PLT-DE-02,WH-04,1036,32,12,25,2026-07-21
MAT-00310,PLT-IN-03,WH-07,1079,39,13,34,2026-07-16
MAT-00310,PLT-US-01,WH-01,482,11,0,146,2026-07-16
MAT-00311,PLT-IN-03,WH-07,855,6,2,35,2026-07-16
MAT-00311,PLT-US-01,WH-01,794,5,6,86,2026-07-16
MAT-00312,PLT-DE-02,WH-04,618,18,18,89,2026-07-16
MAT-00312,PLT-IN-03,WH-07,810,10,16,30,2026-07-21
MAT-00313,PLT-IN-03,WH-07,364,7,6,37,2026-07-16
MAT-00313,PLT-US-01,WH-01,407,5,6,48,2026-07-16
MAT-00314,PLT-US-01,WH-01,996,32,14,35,2026-07-16
MAT-00315,PLT-DE-02,WH-04,2341,72,55,52,2026-07-16
MAT-00316,PLT-DE-02,WH-04,663,15,0,50,2026-07-16
MAT-00317,PLT-US-01,WH-01,512,19,5,35,2026-07-16
MAT-00318,PLT-US-01,WH-01,1029,39,24,111,2026-07-16
MAT-00319,PLT-IN-03,WH-07,807,12,19,98,2026-07-16
MAT-00319,PLT-US-01,WH-01,1057,3,8,22,2026-07-21
MAT-00320,PLT-DE-02,WH-04,1366,67,34,98,2026-07-16
MAT-00321,PLT-DE-02,WH-04,1975,81,32,47,2026-07-21
MAT-00321,PLT-IN-03,WH-07,851,42,5,44,2026-07-16
MAT-00321,PLT-US-01,WH-01,762,18,12,87,2026-07-16
MAT-00322,PLT-DE-02,WH-04,249,14,1,31,2026-07-16
MAT-00322,PLT-IN-03,WH-07,693,22,6,25,2026-07-21
MAT-00323,PLT-DE-02,WH-04,453,5,13,43,2026-07-16
MAT-00323,PLT-IN-03,WH-07,1330,78,2,163,2026-07-16
MAT-00324,PLT-DE-02,WH-04,510,3,5,92,2026-07-16
MAT-00325,PLT-US-01,WH-01,576,28,16,35,2026-07-16
MAT-00326,PLT-IN-03,WH-07,585,24,14,52,2026-07-16
MAT-00326,PLT-US-01,WH-01,810,38,14,36,2026-07-16
MAT-00327,PLT-DE-02,WH-04,213,10,4,10,2026-07-16
MAT-00328,PLT-US-01,WH-01,1019,51,22,109,2026-07-16
MAT-00329,PLT-DE-02,WH-04,685,31,2,40,2026-07-21
MAT-00329,PLT-IN-03,WH-07,104,3,2,25,2026-07-16
MAT-00330,PLT-US-01,WH-01,65,2,0,7,2026-07-16
MAT-00331,PLT-US-01,WH-01,198,12,1,7,2026-07-16
MAT-00332,PLT-US-01,WH-01,180,8,5,11,2026-07-16
MAT-00333,PLT-DE-02,WH-04,107,3,0,10,2026-07-16
MAT-00334,PLT-IN-03,WH-07,1364,22,39,96,2026-07-16
MAT-00334,PLT-US-01,WH-01,2206,58,41,45,2026-07-21
MAT-00335,PLT-DE-02,WH-04,76,3,2,14,2026-07-16
MAT-00336,PLT-US-01,WH-01,1206,6,17,86,2026-07-16
MAT-00337,PLT-DE-02,WH-04,659,27,9,84,2026-07-16
MAT-00338,PLT-DE-02,WH-04,2859,42,35,63,2026-07-21
MAT-00338,PLT-US-01,WH-01,3373,124,83,55,2026-07-16
MAT-00339,PLT-DE-02,WH-04,857,42,11,36,2026-07-21
MAT-00339,PLT-IN-03,WH-07,356,6,10,24,2026-07-16
MAT-00340,PLT-IN-03,WH-07,1020,23,1,85,2026-07-21
MAT-00340,PLT-US-01,WH-01,688,7,7,142,2026-07-16
MAT-00341,PLT-DE-02,WH-04,33,2,0,5,2026-07-16
MAT-00341,PLT-IN-03,WH-07,111,5,1,8,2026-07-16
MAT-00342,PLT-DE-02,WH-04,1356,34,13,75,2026-07-21
MAT-00342,PLT-IN-03,WH-07,978,6,20,70,2026-07-16
MAT-00343,PLT-US-01,WH-01,1107,63,11,136,2026-07-16
MAT-00344,PLT-DE-02,WH-04,53,2,1,6,2026-07-16
MAT-00344,PLT-IN-03,WH-07,70,2,0,3,2026-07-16
MAT-00345,PLT-DE-02,WH-04,621,33,13,76,2026-07-16
MAT-00346,PLT-DE-02,WH-04,1554,24,19,79,2026-07-21
MAT-00346,PLT-IN-03,WH-07,135,7,3,79,2026-07-16
MAT-00346,PLT-US-01,WH-01,980,48,4,94,2026-07-21
MAT-00347,PLT-DE-02,WH-04,2282,46,43,200,2026-07-21
MAT-00347,PLT-US-01,WH-01,740,1,17,26,2026-07-16
MAT-00348,PLT-DE-02,WH-04,2384,103,35,234,2026-07-21
MAT-00348,PLT-IN-03,WH-07,1429,39,4,170,2026-07-16
MAT-00348,PLT-US-01,WH-01,1854,75,28,63,2026-07-21
MAT-00349,PLT-US-01,WH-01,621,20,13,63,2026-07-16
MAT-00350,PLT-IN-03,WH-07,65,3,1,5,2026-07-16
MAT-00351,PLT-DE-02,WH-04,96,0,1,4,2026-07-21
MAT-00351,PLT-IN-03,WH-07,82,5,1,10,2026-07-16
MAT-00351,PLT-US-01,WH-01,272,2,2,15,2026-07-21
MAT-00352,PLT-IN-03,WH-07,1558,45,7,102,2026-07-21
MAT-00352,PLT-US-01,WH-01,1054,27,19,120,2026-07-16
MAT-00353,PLT-IN-03,WH-07,1102,61,2,44,2026-07-16
MAT-00354,PLT-IN-03,WH-07,207,7,1,21,2026-07-16
MAT-00354,PLT-US-01,WH-01,120,3,0,2,2026-07-21
MAT-00355,PLT-DE-02,WH-04,200,5,2,1,2026-07-21
MAT-00355,PLT-IN-03,WH-07,127,4,3,10,2026-07-16
MAT-00356,PLT-DE-02,WH-04,1031,51,19,101,2026-07-16
MAT-00356,PLT-US-01,WH-01,773,10,2,15,2026-07-21
MAT-00357,PLT-IN-03,WH-07,892,16,16,88,2026-07-16
MAT-00358,PLT-DE-02,WH-04,689,20,11,140,2026-07-16
MAT-00358,PLT-US-01,WH-01,1289,5,17,43,2026-07-21
MAT-00359,PLT-DE-02,WH-04,688,29,12,26,2026-07-21
MAT-00359,PLT-IN-03,WH-07,332,20,2,18,2026-07-16
MAT-00359,PLT-US-01,WH-01,612,5,6,59,2026-07-21
MAT-00360,PLT-DE-02,WH-04,183,5,2,18,2026-07-16
MAT-00361,PLT-US-01,WH-01,1304,26,27,125,2026-07-16
MAT-00362,PLT-DE-02,WH-04,922,30,21,35,2026-07-16
MAT-00363,PLT-IN-03,WH-07,598,32,15,35,2026-07-16
MAT-00363,PLT-US-01,WH-01,1574,13,19,118,2026-07-21
MAT-00364,PLT-DE-02,WH-04,414,17,6,26,2026-07-16
MAT-00364,PLT-US-01,WH-01,269,13,4,8,2026-07-21
MAT-00365,PLT-US-01,WH-01,802,11,3,68,2026-07-16
MAT-00366,PLT-DE-02,WH-04,24,1,0,24,2026-07-16
MAT-00366,PLT-US-01,WH-01,827,8,10,26,2026-07-21
MAT-00367,PLT-DE-02,WH-04,19,1,0,1,2026-07-21
MAT-00367,PLT-IN-03,WH-07,53,1,0,4,2026-07-16
MAT-00367,PLT-US-01,WH-01,14,0,0,1,2026-07-16
MAT-00368,PLT-DE-02,WH-04,309,10,8,34,2026-07-16
MAT-00369,PLT-DE-02,WH-04,267,5,3,144,2026-07-16
MAT-00369,PLT-IN-03,WH-07,2682,60,0,21,2026-07-21
MAT-00370,PLT-DE-02,WH-04,1076,34,2,108,2026-07-16
MAT-00370,PLT-IN-03,WH-07,1058,63,3,57,2026-07-16
MAT-00370,PLT-US-01,WH-01,903,3,8,27,2026-07-21
MAT-00371,PLT-IN-03,WH-07,1248,31,20,90,2026-07-16
MAT-00371,PLT-US-01,WH-01,3507,44,19,97,2026-07-16
MAT-00372,PLT-DE-02,WH-04,31,1,1,10,2026-07-16
MAT-00372,PLT-US-01,WH-01,161,10,4,17,2026-07-16
MAT-00373,PLT-DE-02,WH-04,1403,57,18,154,2026-07-16
MAT-00374,PLT-IN-03,WH-07,1608,54,9,106,2026-07-21
MAT-00374,PLT-US-01,WH-01,1530,36,38,115,2026-07-16
MAT-00375,PLT-DE-02,WH-04,83,3,1,4,2026-07-21
MAT-00375,PLT-IN-03,WH-07,43,2,1,5,2026-07-16
MAT-00376,PLT-IN-03,WH-07,1336,65,25,157,2026-07-16
MAT-00376,PLT-US-01,WH-01,3192,136,18,244,2026-07-21
MAT-00377,PLT-DE-02,WH-04,918,10,24,114,2026-07-16
MAT-00377,PLT-US-01,WH-01,1624,29,1,141,2026-07-21
MAT-00378,PLT-DE-02,WH-04,1553,26,21,133,2026-07-21
MAT-00378,PLT-IN-03,WH-07,1424,41,29,83,2026-07-16
MAT-00379,PLT-IN-03,WH-07,762,17,7,76,2026-07-16
MAT-00380,PLT-IN-03,WH-07,183,5,4,70,2026-07-16
MAT-00381,PLT-DE-02,WH-04,212,0,0,17,2026-07-21
MAT-00381,PLT-IN-03,WH-07,162,1,1,21,2026-07-16
MAT-00381,PLT-US-01,WH-01,380,0,7,5,2026-07-21
MAT-00382,PLT-DE-02,WH-04,1016,48,3,67,2026-07-21
MAT-00382,PLT-US-01,WH-01,1610,55,25,82,2026-07-16
MAT-00383,PLT-DE-02,WH-04,10,1,0,10,2026-07-16
MAT-00383,PLT-US-01,WH-01,502,17,3,43,2026-07-16
MAT-00384,PLT-IN-03,WH-07,1259,54,31,140,2026-07-16
MAT-00385,PLT-DE-02,WH-04,762,37,8,39,2026-07-16
MAT-00385,PLT-US-01,WH-01,761,10,9,68,2026-07-21
MAT-00386,PLT-IN-03,WH-07,1004,8,11,60,2026-07-16
MAT-00387,PLT-DE-02,WH-04,1809,77,17,35,2026-07-21
MAT-00387,PLT-US-01,WH-01,770,20,22,27,2026-07-16
MAT-00388,PLT-DE-02,WH-04,880,8,13,70,2026-07-21
MAT-00388,PLT-US-01,WH-01,747,36,7,63,2026-07-16
MAT-00389,PLT-IN-03,WH-07,580,29,6,59,2026-07-16
MAT-00389,PLT-US-01,WH-01,983,28,2,62,2026-07-16
MAT-00390,PLT-US-01,WH-01,792,19,21,52,2026-07-16
MAT-00391,PLT-DE-02,WH-04,1856,46,36,202,2026-07-16
MAT-00392,PLT-DE-02,WH-04,859,11,2,43,2026-07-16
MAT-00393,PLT-DE-02,WH-04,496,9,12,89,2026-07-16
MAT-00393,PLT-IN-03,WH-07,2101,4,3,133,2026-07-21
MAT-00394,PLT-IN-03,WH-07,646,37,8,70,2026-07-16
MAT-00394,PLT-US-01,WH-01,980,39,4,2,2026-07-21
MAT-00395,PLT-DE-02,WH-04,639,13,9,6,2026-07-21
MAT-00395,PLT-IN-03,WH-07,910,12,12,72,2026-07-16
MAT-00396,PLT-IN-03,WH-07,618,29,6,61,2026-07-21
MAT-00396,PLT-US-01,WH-01,867,30,17,37,2026-07-16
MAT-00397,PLT-IN-03,WH-07,972,27,10,89,2026-07-16
MAT-00397,PLT-US-01,WH-01,964,3,7,95,2026-07-21
MAT-00398,PLT-DE-02,WH-04,59,3,1,4,2026-07-16
MAT-00399,PLT-US-01,WH-01,114,2,1,12,2026-07-16
MAT-00400,PLT-DE-02,WH-04,276,16,2,29,2026-07-16
MAT-00400,PLT-US-01,WH-01,816,12,5,61,2026-07-21
MAT-00401,PLT-DE-02,WH-04,140,1,1,12,2026-07-16
MAT-00402,PLT-US-01,WH-01,1122,54,24,96,2026-07-16
MAT-00403,PLT-DE-02,WH-04,758,16,16,34,2026-07-16
MAT-00404,PLT-DE-02,WH-04,238,2,5,20,2026-07-16
MAT-00404,PLT-IN-03,WH-07,490,10,10,66,2026-07-16
MAT-00404,PLT-US-01,WH-01,474,23,6,26,2026-07-21
MAT-00405,PLT-IN-03,WH-07,444,15,9,42,2026-07-16
MAT-00405,PLT-US-01,WH-01,421,14,7,27,2026-07-21
MAT-00406,PLT-IN-03,WH-07,858,17,8,124,2026-07-16
MAT-00406,PLT-US-01,WH-01,1763,33,28,97,2026-07-21
MAT-00407,PLT-DE-02,WH-04,243,9,3,18,2026-07-21
MAT-00407,PLT-US-01,WH-01,166,8,1,22,2026-07-16
MAT-00408,PLT-DE-02,WH-04,841,43,8,88,2026-07-16
MAT-00409,PLT-DE-02,WH-04,966,36,8,59,2026-07-16
MAT-00409,PLT-IN-03,WH-07,1937,79,38,96,2026-07-21
MAT-00410,PLT-IN-03,WH-07,725,20,8,76,2026-07-16
MAT-00410,PLT-US-01,WH-01,1155,44,5,59,2026-07-21
MAT-00411,PLT-DE-02,WH-04,559,33,0,41,2026-07-16
MAT-00411,PLT-US-01,WH-01,1220,17,16,49,2026-07-21
MAT-00412,PLT-IN-03,WH-07,81,2,2,12,2026-07-16
MAT-00412,PLT-US-01,WH-01,327,11,3,17,2026-07-21
MAT-00413,PLT-DE-02,WH-04,1378,17,29,40,2026-07-16
MAT-00413,PLT-IN-03,WH-07,2388,100,30,216,2026-07-21
MAT-00413,PLT-US-01,WH-01,2632,80,19,168,2026-07-21
MAT-00414,PLT-IN-03,WH-07,881,31,25,84,2026-07-16
MAT-00414,PLT-US-01,WH-01,0,0,0,0,2026-07-16
MAT-00415,PLT-IN-03,WH-07,420,2,10,59,2026-07-16
MAT-00415,PLT-US-01,WH-01,325,4,3,24,2026-07-21
MAT-00416,PLT-DE-02,WH-04,1016,21,26,76,2026-07-16
MAT-00417,PLT-DE-02,WH-04,2448,82,6,98,2026-07-16
MAT-00418,PLT-DE-02,WH-04,1636,1,18,74,2026-07-21
MAT-00418,PLT-IN-03,WH-07,595,11,18,44,2026-07-16
MAT-00419,PLT-DE-02,WH-04,533,13,9,76,2026-07-16
MAT-00419,PLT-IN-03,WH-07,1587,25,11,1,2026-07-21
MAT-00420,PLT-DE-02,WH-04,1467,19,7,60,2026-07-16
MAT-00420,PLT-IN-03,WH-07,638,5,8,33,2026-07-16
MAT-00421,PLT-DE-02,WH-04,553,22,13,23,2026-07-16
MAT-00421,PLT-US-01,WH-01,690,17,3,45,2026-07-21
MAT-00422,PLT-DE-02,WH-04,1314,6,24,112,2026-07-16
MAT-00422,PLT-US-01,WH-01,1959,46,21,83,2026-07-21
MAT-00423,PLT-IN-03,WH-07,798,8,7,72,2026-07-21
MAT-00423,PLT-US-01,WH-01,515,29,11,39,2026-07-16
MAT-00424,PLT-IN-03,WH-07,458,8,9,16,2026-07-16
MAT-00425,PLT-DE-02,WH-04,812,18,21,149,2026-07-16
MAT-00425,PLT-IN-03,WH-07,914,52,25,114,2026-07-16
MAT-00426,PLT-DE-02,WH-04,267,6,6,41,2026-07-16
MAT-00427,PLT-IN-03,WH-07,361,9,9,12,2026-07-16
MAT-00428,PLT-DE-02,WH-04,1377,55,8,17,2026-07-21
MAT-00428,PLT-IN-03,WH-07,764,6,4,66,2026-07-16
MAT-00429,PLT-DE-02,WH-04,238,13,4,21,2026-07-16
MAT-00429,PLT-IN-03,WH-07,65,1,0,20,2026-07-16
MAT-00429,PLT-US-01,WH-01,309,14,5,30,2026-07-21
MAT-00430,PLT-DE-02,WH-04,867,13,5,18,2026-07-21
MAT-00430,PLT-US-01,WH-01,746,38,18,16,2026-07-16
MAT-00431,PLT-IN-03,WH-07,2082,56,37,41,2026-07-16
MAT-00432,PLT-DE-02,WH-04,64,3,0,7,2026-07-16
MAT-00432,PLT-IN-03,WH-07,6,0,0,6,2026-07-16
MAT-00432,PLT-US-01,WH-01,100,0,1,6,2026-07-21
MAT-00433,PLT-US-01,WH-01,1683,20,31,180,2026-07-16
MAT-00434,PLT-DE-02,WH-04,424,22,0,56,2026-07-16
MAT-00435,PLT-DE-02,WH-04,793,13,24,105,2026-07-16
MAT-00436,PLT-US-01,WH-01,858,8,23,95,2026-07-16
MAT-00437,PLT-US-01,WH-01,1257,63,15,115,2026-07-16
MAT-00438,PLT-IN-03,WH-07,213,0,2,25,2026-07-16
MAT-00439,PLT-IN-03,WH-07,1189,58,10,61,2026-07-16
MAT-00439,PLT-US-01,WH-01,1474,56,40,55,2026-07-16
MAT-00440,PLT-DE-02,WH-04,1976,46,26,131,2026-07-16
MAT-00440,PLT-IN-03,WH-07,1448,68,19,88,2026-07-21
MAT-00440,PLT-US-01,WH-01,1258,6,7,80,2026-07-21
MAT-00441,PLT-IN-03,WH-07,917,26,13,4,2026-07-21
MAT-00441,PLT-US-01,WH-01,411,12,0,27,2026-07-16
MAT-00442,PLT-DE-02,WH-04,1468,41,25,149,2026-07-16
MAT-00443,PLT-DE-02,WH-04,954,18,8,81,2026-07-16
MAT-00443,PLT-US-01,WH-01,1118,54,10,102,2026-07-21
MAT-00444,PLT-IN-03,WH-07,1014,25,21,50,2026-07-16
MAT-00444,PLT-US-01,WH-01,791,15,9,48,2026-07-21
MAT-00445,PLT-DE-02,WH-04,713,19,2,21,2026-07-21
MAT-00445,PLT-IN-03,WH-07,714,16,2,65,2026-07-21
MAT-00445,PLT-US-01,WH-01,314,1,4,19,2026-07-16
MAT-00446,PLT-IN-03,WH-07,1252,50,19,144,2026-07-16
MAT-00447,PLT-DE-02,WH-04,352,12,3,12,2026-07-16
MAT-00448,PLT-IN-03,WH-07,210,2,4,121,2026-07-16
MAT-00448,PLT-US-01,WH-01,2831,35,26,173,2026-07-21
MAT-00449,PLT-IN-03,WH-07,686,40,2,75,2026-07-16
MAT-00449,PLT-US-01,WH-01,440,18,9,61,2026-07-16
MAT-00450,PLT-US-01,WH-01,77,1,2,5,2026-07-16
MAT-00451,PLT-DE-02,WH-04,1291,63,14,118,2026-07-21
MAT-00451,PLT-IN-03,WH-07,605,8,9,67,2026-07-16
MAT-00451,PLT-US-01,WH-01,1307,48,2,39,2026-07-21
MAT-00452,PLT-US-01,WH-01,1459,39,33,93,2026-07-16
MAT-00453,PLT-DE-02,WH-04,273,15,0,12,2026-07-16
MAT-00453,PLT-US-01,WH-01,271,2,5,7,2026-07-21
