transaction_id,material_id,plant_id,warehouse_id,transaction_type,quantity,transaction_date,reference_doc
TXN-001723,MAT-00375,PLT-IN-03,WH-07,Goods Issue,-197,2026-05-06,PO-PROD-00045
TXN-002262,MAT-00185,PLT-IN-03,WH-07,Goods Receipt,219,2026-05-06,PO-00069
TXN-001590,MAT-00406,PLT-IN-03,WH-07,Adjustment,68,2026-05-06,PO-PROD-00072
TXN-001919,MAT-00173,PLT-US-01,WH-01,Adjustment,195,2026-05-06,PO-PROD-00219
TXN-000331,MAT-00338,PLT-US-01,WH-01,Goods Issue,-286,2026-05-06,PO-PROD-00074
TXN-000997,MAT-00433,PLT-US-01,WH-01,Goods Receipt,9,2026-05-07,PO-00020
TXN-000002,MAT-00129,PLT-US-01,WH-01,Adjustment,22,2026-05-07,PO-PROD-00124
TXN-000327,MAT-00412,PLT-IN-03,WH-07,Goods Receipt,108,2026-05-07,PO-00041
TXN-000540,MAT-00376,PLT-IN-03,WH-07,Goods Issue,-230,2026-05-07,PO-PROD-00141
TXN-003158,MAT-00107,PLT-US-01,WH-01,Goods Issue,-34,2026-05-07,PO-PROD-00194
TXN-001022,MAT-00314,PLT-US-01,WH-01,Transfer,212,2026-05-07,PO-PROD-00018
TXN-001406,MAT-00257,PLT-DE-02,WH-04,Adjustment,131,2026-05-07,PO-PROD-00093
TXN-001940,MAT-00466,PLT-US-01,WH-01,Goods Issue,-227,2026-05-07,PO-PROD-00019
TXN-002592,MAT-00055,PLT-DE-02,WH-04,Goods Receipt,39,2026-05-07,PO-00098
TXN-002080,MAT-00471,PLT-IN-03,WH-07,Transfer,47,2026-05-07,PO-PROD-00146
TXN-001081,MAT-00184,PLT-IN-03,WH-07,Goods Issue,-37,2026-05-07,PO-PROD-00215
TXN-002076,MAT-00377,PLT-DE-02,WH-04,Goods Receipt,236,2026-05-07,PO-00021
TXN-002492,MAT-00091,PLT-US-01,WH-01,Transfer,166,2026-05-07,PO-PROD-00029
TXN-000452,MAT-00449,PLT-US-01,WH-01,Goods Issue,-103,2026-05-07,PO-PROD-00134
TXN-001198,MAT-00232,PLT-DE-02,WH-04,Transfer,165,2026-05-07,PO-PROD-00072
TXN-001265,MAT-00406,PLT-IN-03,WH-07,Goods Receipt,196,2026-05-07,PO-00001
TXN-001655,MAT-00141,PLT-US-01,WH-01,Goods Issue,-193,2026-05-07,PO-PROD-00162
TXN-002788,MAT-00113,PLT-IN-03,WH-07,Goods Receipt,183,2026-05-07,PO-00114
TXN-001166,MAT-00235,PLT-US-01,WH-01,Goods Issue,-141,2026-05-07,PO-PROD-00011
TXN-001576,MAT-00306,PLT-US-01,WH-01,Goods Issue,-146,2026-05-07,PO-PROD-00101
TXN-000509,MAT-00029,PLT-IN-03,WH-07,Adjustment,245,2026-05-07,PO-PROD-00092
TXN-002833,MAT-00321,PLT-IN-03,WH-07,Adjustment,146,2026-05-07,PO-PROD-00067
TXN-000249,MAT-00205,PLT-US-01,WH-01,Goods Receipt,255,2026-05-07,PO-00127
TXN-001719,MAT-00476,PLT-DE-02,WH-04,Goods Receipt,151,2026-05-07,PO-00033
TXN-001462,MAT-00469,PLT-IN-03,WH-07,Goods Receipt,239,2026-05-07,PO-00117
TXN-001464,MAT-00147,PLT-US-01,WH-01,Goods Receipt,101,2026-05-07,PO-00112
TXN-001775,MAT-00404,PLT-IN-03,WH-07,Goods Issue,-116,2026-05-07,PO-PROD-00096
TXN-002839,MAT-00335,PLT-DE-02,WH-04,Goods Receipt,209,2026-05-07,PO-00117
TXN-002986,MAT-00068,PLT-IN-03,WH-07,Goods Issue,-29,2026-05-07,PO-PROD-00124
TXN-000057,MAT-00189,PLT-US-01,WH-01,Goods Issue,-143,2026-05-07,PO-PROD-00017
TXN-001722,MAT-00279,PLT-DE-02,WH-04,Goods Receipt,176,2026-05-07,PO-00057
TXN-000772,MAT-00266,PLT-US-01,WH-01,Goods Issue,-48,2026-05-08,PO-PROD-00156
TXN-000850,MAT-00176,PLT-US-01,WH-01,Goods Issue,-243,2026-05-08,PO-PROD-00100
TXN-000447,MAT-00085,PLT-IN-03,WH-07,Goods Receipt,62,2026-05-08,PO-00064
TXN-002995,MAT-00041,PLT-IN-03,WH-07,Goods Issue,-171,2026-05-08,PO-PROD-00030
TXN-000765,MAT-00464,PLT-IN-03,WH-07,Transfer,268,2026-05-08,PO-PROD-00134
TXN-002654,MAT-00347,PLT-US-01,WH-01,Goods Issue,-152,2026-05-08,PO-PROD-00114
TXN-003087,MAT-00165,PLT-DE-02,WH-04,Transfer,201,2026-05-08,PO-PROD-00017
TXN-003004,MAT-00287,PLT-DE-02,WH-04,Goods Issue,-236,2026-05-08,PO-PROD-00015
TXN-000851,MAT-00384,PLT-IN-03,WH-07,Goods Receipt,33,2026-05-08,PO-00131
TXN-002591,MAT-00457,PLT-DE-02,WH-04,Goods Issue,-59,2026-05-08,PO-PROD-00050
TXN-000996,MAT-00021,PLT-IN-03,WH-07,Goods Issue,-88,2026-05-08,PO-PROD-00109
TXN-002557,MAT-00368,PLT-DE-02,WH-04,Goods Receipt,158,2026-05-08,PO-00087
TXN-001493,MAT-00156,PLT-DE-02,WH-04,Goods Receipt,291,2026-05-08,PO-00024
TXN-001496,MAT-00257,PLT-DE-02,WH-04,Goods Issue,-25,2026-05-08,PO-PROD-00006
TXN-000285,MAT-00012,PLT-IN-03,WH-07,Goods Receipt,284,2026-05-08,PO-00140
TXN-003191,MAT-00268,PLT-US-01,WH-01,Goods Issue,-271,2026-05-08,PO-PROD-00168
TXN-000025,MAT-00306,PLT-US-01,WH-01,Adjustment,86,2026-05-08,PO-PROD-00034
TXN-001226,MAT-00014,PLT-IN-03,WH-07,Goods Issue,-151,2026-05-08,PO-PROD-00182
TXN-002468,MAT-00351,PLT-IN-03,WH-07,Goods Receipt,289,2026-05-08,PO-00144
TXN-001630,MAT-00345,PLT-DE-02,WH-04,Goods Issue,-88,2026-05-08,PO-PROD-00030
TXN-001177,MAT-00151,PLT-US-01,WH-01,Goods Receipt,192,2026-05-08,PO-00046
TXN-000227,MAT-00142,PLT-US-01,WH-01,Goods Receipt,50,2026-05-08,PO-00091
TXN-003012,MAT-00351,PLT-IN-03,WH-07,Goods Receipt,190,2026-05-08,PO-00125
TXN-001790,MAT-00151,PLT-US-01,WH-01,Adjustment,144,2026-05-08,PO-PROD-00035
TXN-001766,MAT-00226,PLT-US-01,WH-01,Goods Receipt,254,2026-05-08,PO-00022
TXN-000999,MAT-00181,PLT-IN-03,WH-07,Goods Receipt,287,2026-05-08,PO-00103
TXN-002954,MAT-00273,PLT-US-01,WH-01,Goods Issue,-112,2026-05-08,PO-PROD-00179
TXN-000410,MAT-00437,PLT-US-01,WH-01,Transfer,228,2026-05-08,PO-PROD-00017
TXN-001047,MAT-00353,PLT-IN-03,WH-07,Transfer,199,2026-05-08,PO-PROD-00087
TXN-002347,MAT-00280,PLT-DE-02,WH-04,Goods Issue,-197,2026-05-08,PO-PROD-00038
TXN-000500,MAT-00024,PLT-US-01,WH-01,Adjustment,191,2026-05-09,PO-PROD-00122
TXN-002102,MAT-00207,PLT-DE-02,WH-04,Goods Issue,-35,2026-05-09,PO-PROD-00099
TXN-001527,MAT-00401,PLT-DE-02,WH-04,Transfer,163,2026-05-09,PO-PROD-00145
TXN-002542,MAT-00025,PLT-DE-02,WH-04,Goods Issue,-114,2026-05-09,PO-PROD-00098
TXN-000767,MAT-00473,PLT-IN-03,WH-07,Goods Receipt,170,2026-05-09,PO-00144
TXN-002361,MAT-00461,PLT-US-01,WH-01,Goods Issue,-141,2026-05-09,PO-PROD-00047
TXN-002694,MAT-00193,PLT-IN-03,WH-07,Goods Receipt,196,2026-05-09,PO-00068
TXN-002383,MAT-00441,PLT-US-01,WH-01,Goods Issue,-102,2026-05-09,PO-PROD-00041
TXN-002343,MAT-00259,PLT-DE-02,WH-04,Goods Receipt,95,2026-05-09,PO-00083
TXN-002129,MAT-00147,PLT-US-01,WH-01,Goods Issue,-12,2026-05-09,PO-PROD-00032
TXN-000299,MAT-00399,PLT-US-01,WH-01,Goods Issue,-263,2026-05-09,PO-PROD-00155
TXN-001466,MAT-00400,PLT-DE-02,WH-04,Goods Issue,-87,2026-05-09,PO-PROD-00103
TXN-000530,MAT-00305,PLT-DE-02,WH-04,Adjustment,264,2026-05-09,PO-PROD-00134
TXN-001447,MAT-00497,PLT-IN-03,WH-07,Goods Receipt,26,2026-05-09,PO-00130
TXN-002595,MAT-00244,PLT-DE-02,WH-04,Goods Receipt,286,2026-05-09,PO-00152
TXN-000816,MAT-00377,PLT-DE-02,WH-04,Goods Receipt,74,2026-05-09,PO-00079
TXN-000466,MAT-00464,PLT-IN-03,WH-07,Goods Issue,-202,2026-05-09,PO-PROD-00013
TXN-002603,MAT-00378,PLT-IN-03,WH-07,Goods Receipt,243,2026-05-09,PO-00021
TXN-002973,MAT-00099,PLT-DE-02,WH-04,Goods Receipt,166,2026-05-09,PO-00047
TXN-002803,MAT-00414,PLT-US-01,WH-01,Goods Issue,-253,2026-05-09,PO-PROD-00111
TXN-001674,MAT-00298,PLT-DE-02,WH-04,Goods Issue,-272,2026-05-09,PO-PROD-00087
TXN-003111,MAT-00389,PLT-IN-03,WH-07,Goods Issue,-251,2026-05-09,PO-PROD-00064
TXN-000051,MAT-00375,PLT-IN-03,WH-07,Goods Receipt,231,2026-05-09,PO-00045
TXN-000744,MAT-00107,PLT-US-01,WH-01,Goods Receipt,173,2026-05-09,PO-00088
TXN-003180,MAT-00433,PLT-US-01,WH-01,Transfer,104,2026-05-09,PO-PROD-00154
TXN-002413,MAT-00179,PLT-IN-03,WH-07,Goods Issue,-26,2026-05-09,PO-PROD-00129
TXN-002706,MAT-00066,PLT-DE-02,WH-04,Goods Issue,-28,2026-05-09,PO-PROD-00154
TXN-000438,MAT-00279,PLT-DE-02,WH-04,Goods Receipt,197,2026-05-09,PO-00103
TXN-000062,MAT-00460,PLT-US-01,WH-01,Goods Issue,-248,2026-05-09,PO-PROD-00207
TXN-002858,MAT-00198,PLT-US-01,WH-01,Adjustment,251,2026-05-10,PO-PROD-00063
TXN-000464,MAT-00055,PLT-DE-02,WH-04,Goods Issue,-202,2026-05-10,PO-PROD-00185
TXN-001369,MAT-00385,PLT-DE-02,WH-04,Goods Issue,-167,2026-05-10,PO-PROD-00036
TXN-001820,MAT-00235,PLT-IN-03,WH-07,Transfer,188,2026-05-10,PO-PROD-00187
TXN-002867,MAT-00319,PLT-IN-03,WH-07,Goods Receipt,120,2026-05-10,PO-00025
TXN-001363,MAT-00113,PLT-IN-03,WH-07,Goods Receipt,252,2026-05-10,PO-00073
TXN-002178,MAT-00078,PLT-IN-03,WH-07,Goods Issue,-274,2026-05-10,PO-PROD-00043
TXN-001777,MAT-00340,PLT-US-01,WH-01,Goods Receipt,54,2026-05-10,PO-00015
TXN-001603,MAT-00154,PLT-US-01,WH-01,Goods Receipt,14,2026-05-10,PO-00086
TXN-001472,MAT-00222,PLT-DE-02,WH-04,Goods Issue,-34,2026-05-10,PO-PROD-00135
TXN-001831,MAT-00095,PLT-US-01,WH-01,Adjustment,206,2026-05-10,PO-PROD-00101
TXN-003138,MAT-00359,PLT-IN-03,WH-07,Transfer,98,2026-05-10,PO-PROD-00062
TXN-001704,MAT-00061,PLT-DE-02,WH-04,Goods Issue,-17,2026-05-10,PO-PROD-00037
TXN-001143,MAT-00342,PLT-IN-03,WH-07,Goods Issue,-239,2026-05-10,PO-PROD-00049
TXN-002773,MAT-00154,PLT-US-01,WH-01,Goods Receipt,39,2026-05-10,PO-00125
TXN-001525,MAT-00334,PLT-IN-03,WH-07,Goods Issue,-266,2026-05-10,PO-PROD-00115
TXN-002994,MAT-00479,PLT-US-01,WH-01,Goods Issue,-20,2026-05-10,PO-PROD-00089
TXN-002790,MAT-00319,PLT-IN-03,WH-07,Goods Issue,-258,2026-05-10,PO-PROD-00007
TXN-001867,MAT-00384,PLT-IN-03,WH-07,Goods Issue,-81,2026-05-10,PO-PROD-00024
TXN-000171,MAT-00061,PLT-DE-02,WH-04,Goods Issue,-124,2026-05-10,PO-PROD-00017
TXN-000354,MAT-00463,PLT-US-01,WH-01,Goods Receipt,17,2026-05-10,PO-00114
TXN-000898,MAT-00132,PLT-IN-03,WH-07,Goods Receipt,47,2026-05-10,PO-00142
TXN-001282,MAT-00128,PLT-IN-03,WH-07,Goods Issue,-213,2026-05-10,PO-PROD-00169
TXN-000326,MAT-00083,PLT-US-01,WH-01,Transfer,103,2026-05-10,PO-PROD-00002
TXN-002313,MAT-00146,PLT-DE-02,WH-04,Adjustment,94,2026-05-10,PO-PROD-00191
TXN-003033,MAT-00004,PLT-US-01,WH-01,Goods Receipt,223,2026-05-10,PO-00115
TXN-003051,MAT-00029,PLT-IN-03,WH-07,Goods Issue,-148,2026-05-10,PO-PROD-00069
TXN-000591,MAT-00395,PLT-IN-03,WH-07,Goods Receipt,299,2026-05-10,PO-00147
TXN-003055,MAT-00227,PLT-US-01,WH-01,Goods Issue,-180,2026-05-10,PO-PROD-00176
TXN-002320,MAT-00458,PLT-US-01,WH-01,Goods Issue,-80,2026-05-10,PO-PROD-00151
TXN-000652,MAT-00145,PLT-DE-02,WH-04,Goods Receipt,178,2026-05-10,PO-00147
TXN-000513,MAT-00389,PLT-US-01,WH-01,Goods Issue,-86,2026-05-10,PO-PROD-00065
TXN-000096,MAT-00086,PLT-DE-02,WH-04,Goods Issue,-67,2026-05-10,PO-PROD-00145
TXN-000661,MAT-00354,PLT-IN-03,WH-07,Goods Receipt,56,2026-05-10,PO-00134
TXN-001295,MAT-00379,PLT-IN-03,WH-07,Adjustment,174,2026-05-11,PO-PROD-00100
TXN-001903,MAT-00334,PLT-IN-03,WH-07,Adjustment,112,2026-05-11,PO-PROD-00100
TXN-000345,MAT-00055,PLT-DE-02,WH-04,Adjustment,151,2026-05-11,PO-PROD-00204
TXN-001839,MAT-00322,PLT-DE-02,WH-04,Transfer,36,2026-05-11,PO-PROD-00195
TXN-001900,MAT-00055,PLT-DE-02,WH-04,Goods Issue,-228,2026-05-11,PO-PROD-00104
TXN-002667,MAT-00305,PLT-DE-02,WH-04,Goods Issue,-90,2026-05-11,PO-PROD-00004
TXN-001272,MAT-00462,PLT-IN-03,WH-07,Goods Receipt,269,2026-05-11,PO-00062
TXN-001200,MAT-00031,PLT-DE-02,WH-04,Goods Issue,-59,2026-05-11,PO-PROD-00090
TXN-000211,MAT-00480,PLT-IN-03,WH-07,Goods Issue,-143,2026-05-11,PO-PROD-00033
TXN-002522,MAT-00391,PLT-DE-02,WH-04,Goods Receipt,226,2026-05-11,PO-00004
TXN-002812,MAT-00012,PLT-IN-03,WH-07,Goods Receipt,288,2026-05-11,PO-00086
TXN-001405,MAT-00369,PLT-DE-02,WH-04,Goods Issue,-33,2026-05-11,PO-PROD-00113
TXN-002805,MAT-00492,PLT-US-01,WH-01,Transfer,126,2026-05-11,PO-PROD-00139
TXN-000769,MAT-00359,PLT-IN-03,WH-07,Goods Issue,-89,2026-05-11,PO-PROD-00059
TXN-001054,MAT-00262,PLT-IN-03,WH-07,Adjustment,88,2026-05-11,PO-PROD-00199
TXN-002289,MAT-00011,PLT-US-01,WH-01,Goods Receipt,27,2026-05-11,PO-00085
TXN-001097,MAT-00481,PLT-DE-02,WH-04,Goods Issue,-93,2026-05-11,PO-PROD-00030
TXN-000222,MAT-00334,PLT-IN-03,WH-07,Goods Receipt,16,2026-05-11,PO-00010
TXN-002686,MAT-00499,PLT-US-01,WH-01,Goods Issue,-238,2026-05-11,PO-PROD-00170
TXN-002996,MAT-00351,PLT-IN-03,WH-07,Goods Issue,-243,2026-05-11,PO-PROD-00064
TXN-002120,MAT-00191,PLT-IN-03,WH-07,Goods Receipt,141,2026-05-11,PO-00067
TXN-002414,MAT-00471,PLT-IN-03,WH-07,Goods Receipt,227,2026-05-11,PO-00131
TXN-001174,MAT-00476,PLT-DE-02,WH-04,Goods Receipt,174,2026-05-11,PO-00100
TXN-003154,MAT-00182,PLT-US-01,WH-01,Goods Issue,-38,2026-05-11,PO-PROD-00205
TXN-001834,MAT-00155,PLT-IN-03,WH-07,Goods Issue,-203,2026-05-11,PO-PROD-00071
TXN-003083,MAT-00421,PLT-DE-02,WH-04,Adjustment,77,2026-05-11,PO-PROD-00107
TXN-003127,MAT-00005,PLT-DE-02,WH-04,Goods Receipt,254,2026-05-11,PO-00009
TXN-001009,MAT-00129,PLT-US-01,WH-01,Goods Issue,-15,2026-05-11,PO-PROD-00205
TXN-002562,MAT-00210,PLT-US-01,WH-01,Goods Receipt,54,2026-05-11,PO-00148
TXN-001838,MAT-00105,PLT-DE-02,WH-04,Transfer,42,2026-05-12,PO-PROD-00193
TXN-001713,MAT-00156,PLT-DE-02,WH-04,Goods Issue,-79,2026-05-12,PO-PROD-00092
TXN-001213,MAT-00157,PLT-IN-03,WH-07,Goods Receipt,64,2026-05-12,PO-00109
TXN-000150,MAT-00266,PLT-US-01,WH-01,Goods Issue,-44,2026-05-12,PO-PROD-00123
TXN-001863,MAT-00231,PLT-US-01,WH-01,Goods Receipt,11,2026-05-12,PO-00081
TXN-002778,MAT-00459,PLT-IN-03,WH-07,Goods Receipt,68,2026-05-12,PO-00007
TXN-002436,MAT-00106,PLT-DE-02,WH-04,Goods Receipt,290,2026-05-12,PO-00022
TXN-002095,MAT-00433,PLT-US-01,WH-01,Goods Receipt,244,2026-05-12,PO-00032
TXN-001836,MAT-00468,PLT-IN-03,WH-07,Goods Receipt,136,2026-05-12,PO-00026
TXN-000457,MAT-00307,PLT-US-01,WH-01,Goods Issue,-30,2026-05-12,PO-PROD-00061
TXN-001658,MAT-00164,PLT-IN-03,WH-07,Goods Issue,-203,2026-05-12,PO-PROD-00108
TXN-002373,MAT-00223,PLT-IN-03,WH-07,Goods Receipt,261,2026-05-12,PO-00152
TXN-000375,MAT-00055,PLT-DE-02,WH-04,Goods Issue,-12,2026-05-12,PO-PROD-00119
TXN-003112,MAT-00179,PLT-IN-03,WH-07,Goods Receipt,240,2026-05-12,PO-00003
TXN-001035,MAT-00228,PLT-US-01,WH-01,Goods Issue,-106,2026-05-12,PO-PROD-00066
TXN-002041,MAT-00307,PLT-US-01,WH-01,Goods Issue,-78,2026-05-12,PO-PROD-00041
TXN-000950,MAT-00384,PLT-IN-03,WH-07,Adjustment,57,2026-05-12,PO-PROD-00104
TXN-001364,MAT-00283,PLT-IN-03,WH-07,Goods Receipt,180,2026-05-12,PO-00110
TXN-000951,MAT-00443,PLT-DE-02,WH-04,Goods Issue,-102,2026-05-12,PO-PROD-00045
TXN-003124,MAT-00083,PLT-US-01,WH-01,Goods Receipt,10,2026-05-12,PO-00144
TXN-000301,MAT-00342,PLT-IN-03,WH-07,Goods Receipt,121,2026-05-12,PO-00083
TXN-000557,MAT-00481,PLT-DE-02,WH-04,Goods Issue,-201,2026-05-12,PO-PROD-00041
TXN-001342,MAT-00392,PLT-DE-02,WH-04,Goods Receipt,24,2026-05-12,PO-00033
TXN-002841,MAT-00486,PLT-IN-03,WH-07,Goods Issue,-235,2026-05-12,PO-PROD-00008
TXN-000986,MAT-00305,PLT-DE-02,WH-04,Goods Issue,-191,2026-05-12,PO-PROD-00043
TXN-001307,MAT-00123,PLT-US-01,WH-01,Goods Issue,-238,2026-05-12,PO-PROD-00111
TXN-001810,MAT-00003,PLT-DE-02,WH-04,Goods Receipt,60,2026-05-12,PO-00051
TXN-002597,MAT-00472,PLT-IN-03,WH-07,Adjustment,100,2026-05-12,PO-PROD-00113
TXN-002957,MAT-00422,PLT-DE-02,WH-04,Goods Receipt,133,2026-05-12,PO-00119
TXN-002484,MAT-00173,PLT-US-01,WH-01,Transfer,208,2026-05-12,PO-PROD-00038
TXN-002128,MAT-00015,PLT-DE-02,WH-04,Transfer,35,2026-05-12,PO-PROD-00160
TXN-000351,MAT-00299,PLT-US-01,WH-01,Goods Issue,-175,2026-05-12,PO-PROD-00173
TXN-001083,MAT-00146,PLT-DE-02,WH-04,Goods Receipt,37,2026-05-12,PO-00137
TXN-002983,MAT-00358,PLT-DE-02,WH-04,Goods Receipt,106,2026-05-12,PO-00062
TXN-001885,MAT-00211,PLT-DE-02,WH-04,Goods Receipt,190,2026-05-12,PO-00024
TXN-000934,MAT-00036,PLT-US-01,WH-01,Goods Issue,-259,2026-05-13,PO-PROD-00023
TXN-000097,MAT-00365,PLT-US-01,WH-01,Goods Receipt,239,2026-05-13,PO-00053
TXN-000162,MAT-00299,PLT-DE-02,WH-04,Goods Receipt,13,2026-05-13,PO-00030
TXN-002952,MAT-00101,PLT-IN-03,WH-07,Goods Issue,-21,2026-05-13,PO-PROD-00204
TXN-002971,MAT-00055,PLT-DE-02,WH-04,Goods Receipt,72,2026-05-13,PO-00040
TXN-002328,MAT-00419,PLT-DE-02,WH-04,Goods Receipt,82,2026-05-13,PO-00148
TXN-000926,MAT-00384,PLT-IN-03,WH-07,Transfer,113,2026-05-13,PO-PROD-00129
TXN-000676,MAT-00085,PLT-IN-03,WH-07,Goods Receipt,133,2026-05-13,PO-00117
TXN-003082,MAT-00038,PLT-US-01,WH-01,Goods Receipt,292,2026-05-13,PO-00027
TXN-003172,MAT-00342,PLT-IN-03,WH-07,Goods Issue,-142,2026-05-13,PO-PROD-00029
TXN-001866,MAT-00127,PLT-IN-03,WH-07,Goods Issue,-105,2026-05-13,PO-PROD-00010
TXN-001071,MAT-00015,PLT-DE-02,WH-04,Goods Issue,-108,2026-05-13,PO-PROD-00213
TXN-003152,MAT-00090,PLT-DE-02,WH-04,Goods Issue,-84,2026-05-13,PO-PROD-00043
TXN-001935,MAT-00165,PLT-DE-02,WH-04,Adjustment,243,2026-05-13,PO-PROD-00014
TXN-001925,MAT-00273,PLT-US-01,WH-01,Goods Receipt,294,2026-05-13,PO-00004
TXN-000421,MAT-00338,PLT-US-01,WH-01,Goods Issue,-112,2026-05-13,PO-PROD-00217
TXN-003084,MAT-00398,PLT-DE-02,WH-04,Transfer,164,2026-05-13,PO-PROD-00046
TXN-002673,MAT-00011,PLT-US-01,WH-01,Goods Receipt,256,2026-05-13,PO-00095
TXN-002240,MAT-00014,PLT-IN-03,WH-07,Transfer,132,2026-05-13,PO-PROD-00033
TXN-000785,MAT-00129,PLT-US-01,WH-01,Goods Issue,-42,2026-05-13,PO-PROD-00179
TXN-001518,MAT-00464,PLT-IN-03,WH-07,Goods Issue,-200,2026-05-13,PO-PROD-00040
TXN-000574,MAT-00154,PLT-US-01,WH-01,Goods Issue,-289,2026-05-13,PO-PROD-00206
TXN-000007,MAT-00298,PLT-DE-02,WH-04,Transfer,79,2026-05-13,PO-PROD-00205
TXN-001801,MAT-00128,PLT-IN-03,WH-07,Goods Issue,-119,2026-05-13,PO-PROD-00135
TXN-000825,MAT-00433,PLT-US-01,WH-01,Adjustment,186,2026-05-13,PO-PROD-00103
TXN-003075,MAT-00054,PLT-DE-02,WH-04,Goods Issue,-182,2026-05-13,PO-PROD-00108
TXN-000471,MAT-00311,PLT-US-01,WH-01,Goods Receipt,288,2026-05-13,PO-00148
TXN-001346,MAT-00145,PLT-IN-03,WH-07,Goods Receipt,103,2026-05-13,PO-00108
TXN-000607,MAT-00142,PLT-US-01,WH-01,Goods Receipt,106,2026-05-13,PO-00031
TXN-002125,MAT-00045,PLT-DE-02,WH-04,Goods Issue,-203,2026-05-13,PO-PROD-00120
TXN-001459,MAT-00154,PLT-US-01,WH-01,Goods Receipt,202,2026-05-13,PO-00013
TXN-001215,MAT-00086,PLT-DE-02,WH-04,Goods Receipt,299,2026-05-13,PO-00072
TXN-002613,MAT-00031,PLT-DE-02,WH-04,Goods Issue,-26,2026-05-13,PO-PROD-00065
TXN-000570,MAT-00104,PLT-IN-03,WH-07,Goods Issue,-238,2026-05-13,PO-PROD-00137
TXN-000802,MAT-00469,PLT-IN-03,WH-07,Goods Receipt,270,2026-05-13,PO-00052
TXN-001197,MAT-00252,PLT-DE-02,WH-04,Transfer,239,2026-05-13,PO-PROD-00048
TXN-003125,MAT-00252,PLT-DE-02,WH-04,Goods Issue,-217,2026-05-13,PO-PROD-00146
TXN-002572,MAT-00222,PLT-DE-02,WH-04,Goods Issue,-120,2026-05-13,PO-PROD-00069
TXN-001662,MAT-00461,PLT-US-01,WH-01,Goods Issue,-100,2026-05-13,PO-PROD-00047
TXN-002914,MAT-00095,PLT-US-01,WH-01,Goods Issue,-164,2026-05-13,PO-PROD-00192
TXN-000365,MAT-00426,PLT-DE-02,WH-04,Goods Receipt,66,2026-05-13,PO-00001
TXN-000481,MAT-00491,PLT-DE-02,WH-04,Goods Issue,-38,2026-05-13,PO-PROD-00215
TXN-002772,MAT-00486,PLT-IN-03,WH-07,Goods Receipt,240,2026-05-13,PO-00025
TXN-000702,MAT-00269,PLT-US-01,WH-01,Adjustment,231,2026-05-14,PO-PROD-00111
TXN-001403,MAT-00408,PLT-DE-02,WH-04,Goods Receipt,123,2026-05-14,PO-00114
TXN-000989,MAT-00031,PLT-DE-02,WH-04,Goods Issue,-92,2026-05-14,PO-PROD-00190
TXN-003119,MAT-00211,PLT-DE-02,WH-04,Goods Receipt,190,2026-05-14,PO-00152
TXN-000311,MAT-00389,PLT-IN-03,WH-07,Goods Receipt,144,2026-05-14,PO-00028
TXN-001446,MAT-00478,PLT-DE-02,WH-04,Goods Issue,-266,2026-05-14,PO-PROD-00093
TXN-002970,MAT-00370,PLT-DE-02,WH-04,Goods Issue,-235,2026-05-14,PO-PROD-00046
TXN-000323,MAT-00392,PLT-DE-02,WH-04,Goods Receipt,133,2026-05-14,PO-00001
TXN-003040,MAT-00280,PLT-DE-02,WH-04,Goods Receipt,106,2026-05-14,PO-00080
TXN-003100,MAT-00157,PLT-IN-03,WH-07,Goods Receipt,144,2026-05-14,PO-00043
TXN-001007,MAT-00210,PLT-US-01,WH-01,Goods Receipt,55,2026-05-14,PO-00059
TXN-002381,MAT-00469,PLT-IN-03,WH-07,Adjustment,81,2026-05-14,PO-PROD-00025
TXN-000237,MAT-00072,PLT-US-01,WH-01,Goods Receipt,218,2026-05-14,PO-00050
TXN-003035,MAT-00217,PLT-IN-03,WH-07,Adjustment,112,2026-05-14,PO-PROD-00183
TXN-001665,MAT-00104,PLT-IN-03,WH-07,Goods Issue,-80,2026-05-14,PO-PROD-00010
TXN-000039,MAT-00276,PLT-US-01,WH-01,Goods Issue,-236,2026-05-14,PO-PROD-00102
TXN-002796,MAT-00336,PLT-US-01,WH-01,Goods Receipt,200,2026-05-14,PO-00146
TXN-001635,MAT-00385,PLT-DE-02,WH-04,Goods Receipt,163,2026-05-14,PO-00091
TXN-001930,MAT-00185,PLT-IN-03,WH-07,Goods Issue,-66,2026-05-14,PO-PROD-00167
TXN-001859,MAT-00411,PLT-DE-02,WH-04,Goods Receipt,62,2026-05-14,PO-00015
TXN-001042,MAT-00252,PLT-DE-02,WH-04,Goods Receipt,113,2026-05-14,PO-00101
TXN-002485,MAT-00460,PLT-DE-02,WH-04,Goods Issue,-182,2026-05-14,PO-PROD-00128
TXN-000016,MAT-00226,PLT-US-01,WH-01,Goods Receipt,261,2026-05-14,PO-00142
TXN-002536,MAT-00049,PLT-US-01,WH-01,Adjustment,165,2026-05-14,PO-PROD-00220
TXN-001528,MAT-00385,PLT-DE-02,WH-04,Goods Receipt,10,2026-05-14,PO-00119
TXN-003179,MAT-00055,PLT-DE-02,WH-04,Goods Issue,-113,2026-05-14,PO-PROD-00027
TXN-001509,MAT-00314,PLT-US-01,WH-01,Goods Issue,-190,2026-05-14,PO-PROD-00020
TXN-000033,MAT-00299,PLT-DE-02,WH-04,Goods Issue,-264,2026-05-14,PO-PROD-00207
TXN-001680,MAT-00243,PLT-IN-03,WH-07,Goods Receipt,290,2026-05-14,PO-00067
