material_id,plant_id,expected_status,usable_qty_reference
MAT-00348,PLT-DE-02,Excess,2150
MAT-00348,PLT-IN-03,Healthy,1259
MAT-00348,PLT-US-01,Near Reorder,1791
MAT-00349,PLT-US-01,Healthy,558
MAT-00350,PLT-IN-03,Healthy,60
MAT-00351,PLT-DE-02,Safety Stock Warning,92
MAT-00351,PLT-IN-03,Healthy,72
MAT-00351,PLT-US-01,Excess,257
MAT-00352,PLT-IN-03,Near Reorder,1456
MAT-00352,PLT-US-01,Healthy,934
MAT-00353,PLT-IN-03,Healthy,1058
MAT-00354,PLT-IN-03,Healthy,186
MAT-00354,PLT-US-01,Safety Stock Warning,118
MAT-00355,PLT-DE-02,Near Reorder,199
MAT-00355,PLT-IN-03,Near Reorder,117
MAT-00356,PLT-DE-02,Healthy,930
MAT-00356,PLT-US-01,Safety Stock Warning,758
MAT-00357,PLT-IN-03,Healthy,804
MAT-00358,PLT-DE-02,Near Reorder,549
MAT-00358,PLT-US-01,Near Reorder,1246
MAT-00359,PLT-DE-02,Healthy,662
MAT-00359,PLT-IN-03,Healthy,314
MAT-00359,PLT-US-01,Healthy,553
MAT-00360,PLT-DE-02,Healthy,165
MAT-00361,PLT-US-01,Healthy,1179
MAT-00362,PLT-DE-02,Healthy,887
MAT-00363,PLT-IN-03,Healthy,563
MAT-00363,PLT-US-01,Healthy,1456
MAT-00364,PLT-DE-02,Healthy,388
MAT-00364,PLT-US-01,Safety Stock Warning,261
MAT-00365,PLT-US-01,Healthy,734
MAT-00366,PLT-DE-02,Shortage,0
MAT-00366,PLT-US-01,Near Reorder,801
MAT-00367,PLT-DE-02,Safety Stock Warning,18
MAT-00367,PLT-IN-03,Healthy,49
MAT-00367,PLT-US-01,Near Reorder,13
MAT-00368,PLT-DE-02,Healthy,275
MAT-00369,PLT-DE-02,Shortage,123
MAT-00369,PLT-IN-03,Healthy,2661
MAT-00370,PLT-DE-02,Healthy,968
MAT-00370,PLT-IN-03,Healthy,1001
MAT-00370,PLT-US-01,Safety Stock Warning,876
MAT-00371,PLT-IN-03,Healthy,1158
MAT-00371,PLT-US-01,Excess,3410
MAT-00372,PLT-DE-02,Safety Stock Warning,21
MAT-00372,PLT-US-01,Healthy,144
MAT-00373,PLT-DE-02,Healthy,1249
MAT-00374,PLT-IN-03,Healthy,1502
MAT-00374,PLT-US-01,Healthy,1415
MAT-00375,PLT-DE-02,Healthy,79
MAT-00375,PLT-IN-03,Healthy,38
MAT-00376,PLT-IN-03,Healthy,1179
MAT-00376,PLT-US-01,Excess,2948
MAT-00377,PLT-DE-02,Healthy,804
MAT-00377,PLT-US-01,Healthy,1483
MAT-00378,PLT-DE-02,Near Reorder,1420
MAT-00378,PLT-IN-03,Healthy,1341
MAT-00379,PLT-IN-03,Healthy,686
MAT-00380,PLT-IN-03,Safety Stock Warning,113
MAT-00381,PLT-DE-02,Healthy,195
MAT-00381,PLT-IN-03,Healthy,141
MAT-00381,PLT-US-01,Excess,375
MAT-00382,PLT-DE-02,Safety Stock Warning,949
MAT-00382,PLT-US-01,Healthy,1528
MAT-00383,PLT-DE-02,Shortage,0
MAT-00383,PLT-US-01,Healthy,459
MAT-00384,PLT-IN-03,Healthy,1119
MAT-00385,PLT-DE-02,Healthy,723
MAT-00385,PLT-US-01,Near Reorder,693
MAT-00386,PLT-IN-03,Healthy,944
MAT-00387,PLT-DE-02,Excess,1774
MAT-00387,PLT-US-01,Healthy,743
MAT-00388,PLT-DE-02,Safety Stock Warning,810
MAT-00388,PLT-US-01,Healthy,684
MAT-00389,PLT-IN-03,Healthy,521
MAT-00389,PLT-US-01,Healthy,921
MAT-00390,PLT-US-01,Healthy,740
MAT-00391,PLT-DE-02,Healthy,1654
MAT-00392,PLT-DE-02,Healthy,816
MAT-00393,PLT-DE-02,Near Reorder,407
MAT-00393,PLT-IN-03,Excess,1968
MAT-00394,PLT-IN-03,Healthy,576
MAT-00394,PLT-US-01,Near Reorder,978
MAT-00395,PLT-DE-02,Safety Stock Warning,633
MAT-00395,PLT-IN-03,Healthy,838
MAT-00396,PLT-IN-03,Safety Stock Warning,557
MAT-00396,PLT-US-01,Healthy,830
MAT-00397,PLT-IN-03,Healthy,883
MAT-00397,PLT-US-01,Near Reorder,869
MAT-00398,PLT-DE-02,Near Reorder,55
MAT-00399,PLT-US-01,Healthy,102
MAT-00400,PLT-DE-02,Near Reorder,247
MAT-00400,PLT-US-01,Healthy,755
MAT-00401,PLT-DE-02,Healthy,128
MAT-00402,PLT-US-01,Healthy,1026
MAT-00403,PLT-DE-02,Healthy,724
MAT-00404,PLT-DE-02,Near Reorder,218
MAT-00404,PLT-IN-03,Healthy,424
MAT-00404,PLT-US-01,Near Reorder,448
MAT-00405,PLT-IN-03,Healthy,402
MAT-00405,PLT-US-01,Near Reorder,394
MAT-00406,PLT-IN-03,Near Reorder,734
MAT-00406,PLT-US-01,Near Reorder,1666
MAT-00407,PLT-DE-02,Near Reorder,225
MAT-00407,PLT-US-01,Healthy,144
MAT-00408,PLT-DE-02,Healthy,753
MAT-00409,PLT-DE-02,Healthy,907
MAT-00409,PLT-IN-03,Excess,1841
MAT-00410,PLT-IN-03,Healthy,649
MAT-00410,PLT-US-01,Healthy,1096
MAT-00411,PLT-DE-02,Healthy,518
MAT-00411,PLT-US-01,Excess,1171
MAT-00412,PLT-IN-03,Healthy,69
MAT-00412,PLT-US-01,Excess,310
MAT-00413,PLT-DE-02,Healthy,1338
MAT-00413,PLT-IN-03,Healthy,2172
MAT-00413,PLT-US-01,Excess,2464
MAT-00414,PLT-IN-03,Healthy,797
MAT-00414,PLT-US-01,Shortage,0
MAT-00415,PLT-IN-03,Healthy,361
MAT-00415,PLT-US-01,Safety Stock Warning,301
MAT-00416,PLT-DE-02,Healthy,940
MAT-00417,PLT-DE-02,Excess,2350
MAT-00418,PLT-DE-02,Excess,1562
MAT-00418,PLT-IN-03,Healthy,551
MAT-00419,PLT-DE-02,Healthy,457
MAT-00419,PLT-IN-03,Excess,1586
MAT-00420,PLT-DE-02,Healthy,1407
MAT-00420,PLT-IN-03,Healthy,605
MAT-00421,PLT-DE-02,Excess,530
MAT-00421,PLT-US-01,Excess,645
MAT-00422,PLT-DE-02,Healthy,1202
MAT-00422,PLT-US-01,Healthy,1876
MAT-00423,PLT-IN-03,Near Reorder,726
MAT-00423,PLT-US-01,Healthy,476
MAT-00424,PLT-IN-03,Healthy,442
MAT-00425,PLT-DE-02,Near Reorder,663
MAT-00425,PLT-IN-03,Healthy,800
MAT-00426,PLT-DE-02,Healthy,226
MAT-00427,PLT-IN-03,Healthy,349
MAT-00428,PLT-DE-02,Excess,1360
MAT-00428,PLT-IN-03,Healthy,698
MAT-00429,PLT-DE-02,Healthy,217
MAT-00429,PLT-IN-03,Safety Stock Warning,45
MAT-00429,PLT-US-01,Safety Stock Warning,279
MAT-00430,PLT-DE-02,Excess,849
MAT-00430,PLT-US-01,Excess,730
MAT-00431,PLT-IN-03,Excess,2041
MAT-00432,PLT-DE-02,Healthy,57
MAT-00432,PLT-IN-03,Shortage,0
MAT-00432,PLT-US-01,Healthy,94
MAT-00433,PLT-US-01,Healthy,1503
MAT-00434,PLT-DE-02,Healthy,368
MAT-00435,PLT-DE-02,Healthy,688
MAT-00436,PLT-US-01,Healthy,763
MAT-00437,PLT-US-01,Healthy,1142
MAT-00438,PLT-IN-03,Healthy,188
MAT-00439,PLT-IN-03,Healthy,1128
MAT-00439,PLT-US-01,Excess,1419
MAT-00440,PLT-DE-02,Healthy,1845
MAT-00440,PLT-IN-03,Safety Stock Warning,1360
MAT-00440,PLT-US-01,Safety Stock Warning,1178
MAT-00441,PLT-IN-03,Healthy,913
MAT-00441,PLT-US-01,Healthy,384
MAT-00442,PLT-DE-02,Healthy,1319
MAT-00443,PLT-DE-02,Healthy,873
MAT-00443,PLT-US-01,Safety Stock Warning,1016
MAT-00444,PLT-IN-03,Healthy,964
MAT-00444,PLT-US-01,Near Reorder,743
MAT-00445,PLT-DE-02,Healthy,692
MAT-00445,PLT-IN-03,Healthy,649
MAT-00445,PLT-US-01,Healthy,295
MAT-00446,PLT-IN-03,Healthy,1108
MAT-00447,PLT-DE-02,Excess,340
MAT-00448,PLT-IN-03,Shortage,89
MAT-00448,PLT-US-01,Excess,2658
MAT-00449,PLT-IN-03,Healthy,611
MAT-00449,PLT-US-01,Healthy,379
MAT-00450,PLT-US-01,Healthy,72
MAT-00451,PLT-DE-02,Near Reorder,1173
MAT-00451,PLT-IN-03,Healthy,538
MAT-00451,PLT-US-01,Excess,1268
MAT-00452,PLT-US-01,Healthy,1366
MAT-00453,PLT-DE-02,Healthy,261
MAT-00453,PLT-US-01,Safety Stock Warning,264
MAT-00454,PLT-IN-03,Healthy,640
MAT-00454,PLT-US-01,Excess,2111
MAT-00455,PLT-US-01,Healthy,920
MAT-00456,PLT-DE-02,Healthy,195
MAT-00457,PLT-DE-02,Healthy,1259
MAT-00457,PLT-IN-03,Healthy,1899
MAT-00458,PLT-IN-03,Healthy,435
MAT-00458,PLT-US-01,Healthy,602
MAT-00459,PLT-IN-03,Healthy,167
MAT-00459,PLT-US-01,Excess,516
MAT-00460,PLT-DE-02,Healthy,1407
MAT-00460,PLT-US-01,Healthy,1226
MAT-00461,PLT-US-01,Healthy,1078
MAT-00462,PLT-IN-03,Healthy,245
MAT-00462,PLT-US-01,Near Reorder,370
MAT-00463,PLT-US-01,Healthy,735
MAT-00464,PLT-IN-03,Healthy,298
MAT-00464,PLT-US-01,Safety Stock Warning,390
MAT-00465,PLT-DE-02,Safety Stock Warning,216
MAT-00465,PLT-IN-03,Healthy,234
MAT-00466,PLT-US-01,Safety Stock Warning,21
MAT-00467,PLT-DE-02,Safety Stock Warning,343
MAT-00467,PLT-IN-03,Healthy,265
MAT-00468,PLT-IN-03,Healthy,1267
MAT-00469,PLT-IN-03,Near Reorder,63
MAT-00469,PLT-US-01,Excess,223
MAT-00470,PLT-IN-03,Healthy,57
MAT-00470,PLT-US-01,Near Reorder,122
MAT-00471,PLT-IN-03,Healthy,1383
MAT-00471,PLT-US-01,Safety Stock Warning,1427
MAT-00472,PLT-IN-03,Healthy,573
MAT-00472,PLT-US-01,Near Reorder,1102
MAT-00473,PLT-DE-02,Excess,276
MAT-00473,PLT-IN-03,Healthy,103
MAT-00474,PLT-IN-03,Healthy,62
MAT-00474,PLT-US-01,Healthy,206
MAT-00475,PLT-DE-02,Healthy,773
MAT-00475,PLT-IN-03,Near Reorder,714
MAT-00476,PLT-DE-02,Near Reorder,613
MAT-00476,PLT-US-01,Healthy,2061
MAT-00477,PLT-DE-02,Near Reorder,92
MAT-00477,PLT-US-01,Near Reorder,41
MAT-00478,PLT-DE-02,Shortage,0
MAT-00478,PLT-US-01,Near Reorder,170
MAT-00479,PLT-DE-02,Healthy,1513
MAT-00479,PLT-IN-03,Safety Stock Warning,723
MAT-00479,PLT-US-01,Healthy,939
MAT-00480,PLT-DE-02,Healthy,526
MAT-00480,PLT-IN-03,Healthy,316
MAT-00480,PLT-US-01,Near Reorder,376
MAT-00481,PLT-DE-02,Healthy,945
MAT-00482,PLT-IN-03,Healthy,818
MAT-00482,PLT-US-01,Healthy,717
MAT-00483,PLT-IN-03,Healthy,136
MAT-00483,PLT-US-01,Healthy,211
MAT-00484,PLT-DE-02,Safety Stock Warning,258
MAT-00484,PLT-IN-03,Healthy,222
MAT-00485,PLT-DE-02,Safety Stock Warning,641
MAT-00485,PLT-IN-03,Shortage,0
MAT-00486,PLT-IN-03,Healthy,1025
MAT-00486,PLT-US-01,Safety Stock Warning,916
MAT-00487,PLT-IN-03,Near Reorder,515
MAT-00487,PLT-US-01,Near Reorder,1677
MAT-00488,PLT-DE-02,Safety Stock Warning,908
MAT-00488,PLT-US-01,Healthy,466
MAT-00489,PLT-DE-02,Healthy,1229
MAT-00489,PLT-US-01,Healthy,2153
MAT-00490,PLT-DE-02,Safety Stock Warning,90
MAT-00490,PLT-US-01,Excess,982
MAT-00491,PLT-DE-02,Healthy,1682
MAT-00491,PLT-IN-03,Healthy,660
MAT-00492,PLT-US-01,Near Reorder,309
MAT-00493,PLT-DE-02,Healthy,371
MAT-00494,PLT-US-01,Healthy,489
MAT-00495,PLT-DE-02,Near Reorder,113
MAT-00496,PLT-DE-02,Near Reorder,269
MAT-00496,PLT-US-01,Shortage,5
MAT-00497,PLT-IN-03,Safety Stock Warning,219
MAT-00498,PLT-DE-02,Safety Stock Warning,269
MAT-00498,PLT-IN-03,Safety Stock Warning,80
MAT-00499,PLT-US-01,Healthy,1287
MAT-00500,PLT-DE-02,Safety Stock Warning,103
