bom_id,product_id,material_id,quantity_per_unit,bom_version,effective_date
BOM-00399,PROD-0019,MAT-00184,8.15,V1,2025-01-01
BOM-00400,PROD-0019,MAT-00218,0.48,V1,2025-01-01
BOM-00401,PROD-0019,MAT-00366,0.23,V1,2025-01-01
BOM-00402,PROD-0019,MAT-00351,0.96,V1,2025-01-01
BOM-00403,PROD-0019,MAT-00019,0.25,V1,2025-01-01
BOM-00404,PROD-0019,MAT-00100,1.85,V1,2025-01-01
BOM-00405,PROD-0019,MAT-00180,1.01,V1,2025-01-01
BOM-00406,PROD-0019,MAT-00197,8.36,V1,2025-01-01
BOM-00407,PROD-0019,MAT-00271,2.07,V1,2025-01-01
BOM-00408,PROD-0019,MAT-00359,8.04,V1,2025-01-01
BOM-00409,PROD-0019,MAT-00076,4.29,V1,2025-01-01
BOM-00410,PROD-0019,MAT-00105,3.99,V1,2025-01-01
BOM-00411,PROD-0019,MAT-00051,3.93,V1,2025-01-01
BOM-00412,PROD-0019,MAT-00410,1.85,V1,2025-01-01
BOM-00413,PROD-0020,MAT-00462,8.55,V1,2025-01-01
BOM-00414,PROD-0020,MAT-00364,5.68,V1,2025-01-01
BOM-00415,PROD-0020,MAT-00170,0.23,V1,2025-01-01
BOM-00416,PROD-0020,MAT-00182,0.96,V1,2025-01-01
BOM-00417,PROD-0020,MAT-00144,0.51,V1,2025-01-01
BOM-00418,PROD-0020,MAT-00303,1.04,V1,2025-01-01
BOM-00419,PROD-0020,MAT-00038,1.06,V1,2025-01-01
BOM-00420,PROD-0020,MAT-00165,0.47,V1,2025-01-01
BOM-00421,PROD-0020,MAT-00461,4.23,V1,2025-01-01
BOM-00422,PROD-0020,MAT-00043,5.73,V1,2025-01-01
BOM-00423,PROD-0020,MAT-00469,0.95,V1,2025-01-01
BOM-00424,PROD-0020,MAT-00076,1.95,V1,2025-01-01
BOM-00425,PROD-0020,MAT-00078,0.24,V1,2025-01-01
BOM-00426,PROD-0020,MAT-00128,0.52,V1,2025-01-01
BOM-00427,PROD-0020,MAT-00200,1.04,V1,2025-01-01
BOM-00428,PROD-0020,MAT-00053,2.14,V1,2025-01-01
BOM-00429,PROD-0020,MAT-00476,2.14,V1,2025-01-01
BOM-00430,PROD-0020,MAT-00274,3.67,V1,2025-01-01
BOM-00431,PROD-0020,MAT-00105,0.91,V1,2025-01-01
BOM-00432,PROD-0020,MAT-00234,4.28,V1,2025-01-01
BOM-00433,PROD-0020,MAT-00277,8.14,V1,2025-01-01
BOM-00434,PROD-0020,MAT-00363,3.96,V1,2025-01-01
BOM-00435,PROD-0020,MAT-00346,0.48,V1,2025-01-01
BOM-00436,PROD-0020,MAT-00239,0.92,V1,2025-01-01
BOM-00437,PROD-0020,MAT-00210,1.07,V1,2025-01-01
BOM-00438,PROD-0020,MAT-00012,0.26,V1,2025-01-01
BOM-00439,PROD-0020,MAT-00480,1.07,V1,2025-01-01
BOM-00440,PROD-0020,MAT-00203,5.43,V1,2025-01-01
BOM-00441,PROD-0020,MAT-00010,1.99,V1,2025-01-01
BOM-00442,PROD-0021,MAT-00110,0.9,V1,2025-01-01
BOM-00443,PROD-0021,MAT-00153,7.52,V1,2025-01-01
BOM-00444,PROD-0021,MAT-00261,1.91,V1,2025-01-01
BOM-00445,PROD-0021,MAT-00430,1.84,V1,2025-01-01
BOM-00446,PROD-0021,MAT-00266,1.03,V1,2025-01-01
BOM-00447,PROD-0021,MAT-00158,7.37,V1,2025-01-01
BOM-00448,PROD-0021,MAT-00428,0.92,V1,2025-01-01
BOM-00449,PROD-0021,MAT-00247,0.97,V1,2025-01-01
BOM-00450,PROD-0021,MAT-00176,0.94,V1,2025-01-01
BOM-00451,PROD-0021,MAT-00477,8.31,V1,2025-01-01
BOM-00452,PROD-0021,MAT-00252,1.86,V1,2025-01-01
BOM-00453,PROD-0021,MAT-00321,0.24,V1,2025-01-01
BOM-00454,PROD-0021,MAT-00124,7.75,V1,2025-01-01
BOM-00455,PROD-0021,MAT-00316,1.07,V1,2025-01-01
BOM-00456,PROD-0021,MAT-00101,1.06,V1,2025-01-01
BOM-00457,PROD-0021,MAT-00226,3.65,V1,2025-01-01
BOM-00458,PROD-0021,MAT-00460,0.27,V1,2025-01-01
BOM-00459,PROD-0021,MAT-00211,0.94,V1,2025-01-01
BOM-00460,PROD-0021,MAT-00310,0.24,V1,2025-01-01
BOM-00461,PROD-0021,MAT-00042,8.0,V1,2025-01-01
BOM-00462,PROD-0021,MAT-00299,1.06,V1,2025-01-01
BOM-00463,PROD-0021,MAT-00064,0.25,V1,2025-01-01
BOM-00464,PROD-0021,MAT-00020,0.24,V1,2025-01-01
BOM-00465,PROD-0022,MAT-00498,8.26,V1,2025-01-01
BOM-00466,PROD-0022,MAT-00460,5.54,V1,2025-01-01
BOM-00467,PROD-0022,MAT-00395,1.82,V1,2025-01-01
BOM-00468,PROD-0022,MAT-00271,0.26,V1,2025-01-01
BOM-00469,PROD-0022,MAT-00347,4.32,V1,2025-01-01
BOM-00470,PROD-0022,MAT-00287,0.26,V1,2025-01-01
BOM-00471,PROD-0022,MAT-00254,2.09,V1,2025-01-01
BOM-00472,PROD-0022,MAT-00023,0.94,V1,2025-01-01
BOM-00473,PROD-0022,MAT-00040,0.94,V1,2025-01-01
BOM-00474,PROD-0022,MAT-00116,0.48,V1,2025-01-01
BOM-00475,PROD-0022,MAT-00306,7.48,V1,2025-01-01
BOM-00476,PROD-0022,MAT-00387,2.17,V1,2025-01-01
BOM-00477,PROD-0022,MAT-00342,1.89,V1,2025-01-01
BOM-00478,PROD-0022,MAT-00490,0.55,V1,2025-01-01
BOM-00479,PROD-0022,MAT-00194,4.2,V1,2025-01-01
BOM-00480,PROD-0022,MAT-00058,0.45,V1,2025-01-01
BOM-00481,PROD-0022,MAT-00388,0.94,V1,2025-01-01
BOM-00482,PROD-0022,MAT-00286,1.01,V1,2025-01-01
BOM-00483,PROD-0023,MAT-00381,1.87,V1,2025-01-01
BOM-00484,PROD-0023,MAT-00322,2.16,V1,2025-01-01
BOM-00485,PROD-0023,MAT-00298,0.53,V1,2025-01-01
BOM-00486,PROD-0023,MAT-00169,0.55,V1,2025-01-01
BOM-00487,PROD-0023,MAT-00242,1.94,V1,2025-01-01
BOM-00488,PROD-0023,MAT-00168,0.96,V1,2025-01-01
BOM-00489,PROD-0023,MAT-00351,6.32,V1,2025-01-01
BOM-00490,PROD-0023,MAT-00197,1.04,V1,2025-01-01
BOM-00491,PROD-0023,MAT-00278,0.98,V1,2025-01-01
BOM-00492,PROD-0023,MAT-00383,2.12,V1,2025-01-01
BOM-00493,PROD-0023,MAT-00272,0.94,V1,2025-01-01
BOM-00494,PROD-0023,MAT-00445,1.83,V1,2025-01-01
BOM-00495,PROD-0023,MAT-00321,1.02,V1,2025-01-01
BOM-00496,PROD-0023,MAT-00338,1.93,V1,2025-01-01
BOM-00497,PROD-0023,MAT-00484,2.06,V1,2025-01-01
BOM-00498,PROD-0023,MAT-00198,7.53,V1,2025-01-01
BOM-00499,PROD-0023,MAT-00050,7.27,V1,2025-01-01
BOM-00500,PROD-0023,MAT-00248,1.08,V1,2025-01-01
BOM-00501,PROD-0023,MAT-00280,0.97,V1,2025-01-01
BOM-00502,PROD-0023,MAT-00162,1.87,V1,2025-01-01
BOM-00503,PROD-0023,MAT-00157,0.98,V1,2025-01-01
BOM-00504,PROD-0023,MAT-00467,8.56,V1,2025-01-01
BOM-00505,PROD-0023,MAT-00235,0.51,V1,2025-01-01
BOM-00506,PROD-0023,MAT-00265,0.95,V1,2025-01-01
BOM-00507,PROD-0023,MAT-00320,1.1,V1,2025-01-01
BOM-00508,PROD-0023,MAT-00139,5.82,V1,2025-01-01
BOM-00509,PROD-0023,MAT-00035,2.15,V1,2025-01-01
BOM-00510,PROD-0023,MAT-00066,0.55,V1,2025-01-01
BOM-00511,PROD-0024,MAT-00132,1.1,V1,2025-01-01
BOM-00512,PROD-0024,MAT-00029,1.9,V1,2025-01-01
BOM-00513,PROD-0024,MAT-00025,2.18,V1,2025-01-01
BOM-00514,PROD-0024,MAT-00303,4.13,V1,2025-01-01
BOM-00515,PROD-0024,MAT-00072,0.25,V1,2025-01-01
BOM-00516,PROD-0024,MAT-00292,0.23,V1,2025-01-01
BOM-00517,PROD-0024,MAT-00048,1.09,V1,2025-01-01
BOM-00518,PROD-0024,MAT-00003,1.06,V1,2025-01-01
BOM-00519,PROD-0024,MAT-00160,1.89,V1,2025-01-01
BOM-00520,PROD-0024,MAT-00355,8.01,V1,2025-01-01
BOM-00521,PROD-0024,MAT-00150,2.06,V1,2025-01-01
BOM-00522,PROD-0024,MAT-00071,1.01,V1,2025-01-01
BOM-00523,PROD-0024,MAT-00139,5.79,V1,2025-01-01
BOM-00524,PROD-0024,MAT-00198,5.99,V1,2025-01-01
BOM-00525,PROD-0024,MAT-00426,1.88,V1,2025-01-01
BOM-00526,PROD-0025,MAT-00219,3.84,V1,2025-01-01
BOM-00527,PROD-0025,MAT-00256,0.53,V1,2025-01-01
BOM-00528,PROD-0025,MAT-00345,7.73,V1,2025-01-01
BOM-00529,PROD-0025,MAT-00429,3.61,V1,2025-01-01
BOM-00530,PROD-0025,MAT-00203,6.08,V1,2025-01-01
BOM-00531,PROD-0025,MAT-00339,1.03,V1,2025-01-01
BOM-00532,PROD-0025,MAT-00074,3.76,V1,2025-01-01
BOM-00533,PROD-0025,MAT-00022,0.55,V1,2025-01-01
BOM-00534,PROD-0025,MAT-00068,1.99,V1,2025-01-01
BOM-00535,PROD-0025,MAT-00485,8.46,V1,2025-01-01
BOM-00536,PROD-0025,MAT-00020,5.58,V1,2025-01-01
BOM-00537,PROD-0025,MAT-00266,0.9,V1,2025-01-01
BOM-00538,PROD-0025,MAT-00382,2.07,V1,2025-01-01
BOM-00539,PROD-0025,MAT-00076,1.04,V1,2025-01-01
BOM-00540,PROD-0025,MAT-00351,0.27,V1,2025-01-01
BOM-00541,PROD-0025,MAT-00393,1.05,V1,2025-01-01
BOM-00542,PROD-0025,MAT-00011,2.04,V1,2025-01-01
BOM-00543,PROD-0025,MAT-00269,0.93,V1,2025-01-01
